Class_Id,Method_Id,R1,R2,R3,R4,R5,R6,R7,R8
C19,M1C19,0,0,0,0,0,0,8,0
C3,M1C3,0,1,0,1,0,0,0,0
C3,M2C3,0,1,0,1,0,0,0,0
C3,M3C3,0,1,0,1,0,0,0,0
C5,M1C5,0,1,0,0,0,0,0,0
C5,M2C5,0,1,0,0,0,0,0,0
C15,M1C15,0,0,0,1,0,0,0,0
C15,M2C15,0,0,0,0,1,0,0,0
C15,M3C15,1,0,0,0,0,0,0,0
C15,M4C15,0,1,0,0,0,0,0,0
C15,M5C15,0,1,0,0,0,0,0,0
C15,M6C15,0,1,0,0,0,0,0,0
C15,M71C5,0,1,0,0,0,0,0,0
C16,M1C16,1,1,0,0,0,0,1,0
